path_name,overlapping_genes,adj_p_val
sphingolipid biosynthetic process (GO:0030148),"['FA2H', 'ELOVL7', 'PLPP3']",0.3477877319805248
astrocyte differentiation (GO:0048708),['HES5'],0.3477877319805248
atrioventricular valve formation (GO:0003190),['NOTCH1'],0.3477877319805248
AV node cell to bundle of His cell communication (GO:0086067),['GJC3'],0.3477877319805248
regulation of blood-brain barrier permeability (GO:1905603),['VEGFA'],0.3477877319805248
bleb assembly (GO:0032060),['PMP22'],0.3477877319805248
cardiac muscle cell-cardiac muscle cell adhesion (GO:0086042),['JUP'],0.3477877319805248
regulation of chromatin assembly or disassembly (GO:0001672),['PADI2'],0.3477877319805248
cardiolipin acyl-chain remodeling (GO:0035965),['PLA2G4A'],0.3477877319805248
regulation of extracellular matrix assembly (GO:1901201),['NOTCH1'],0.3477877319805248
cellular response to gonadotropin stimulus (GO:0071371),['NOTCH1'],0.3477877319805248
regulation of glial cell differentiation (GO:0045685),['OPALIN'],0.3477877319805248
cellular response to monoamine stimulus (GO:0071868),['NR4A3'],0.3477877319805248
regulation of histone deacetylase activity (GO:1901725),['VEGFA'],0.3477877319805248
chemical homeostasis within a tissue (GO:0048875),['VEGFA'],0.3477877319805248
regulation of lens fiber cell differentiation (GO:1902746),['SPRY2'],0.3477877319805248
creatine metabolic process (GO:0006600),['GATM'],0.3477877319805248
dendrite arborization (GO:0140059),['PTN'],0.3477877319805248
regulation of morphogenesis of an epithelium (GO:1905330),['GJA1'],0.3477877319805248
desmosome organization (GO:0002934),['JUP'],0.3477877319805248
epithelial cell differentiation involved in kidney development (GO:0035850),['SALL1'],0.3477877319805248
regulation of respiratory system process (GO:0044065),['ATP1A2'],0.3477877319805248
"fatty acid elongation, monounsaturated fatty acid (GO:0034625)",['ELOVL7'],0.3477877319805248
"fatty acid elongation, polyunsaturated fatty acid (GO:0034626)",['ELOVL7'],0.3477877319805248
"fatty acid elongation, saturated fatty acid (GO:0019367)",['ELOVL7'],0.3477877319805248
"fatty acid elongation, unsaturated fatty acid (GO:0019368)",['ELOVL7'],0.3477877319805248
regulation of transcription from RNA polymerase II promoter involved in myocardial precursor cell differentiation (GO:0003256),['NOTCH1'],0.3477877319805248
glial cell migration (GO:0008347),['CD9'],0.3477877319805248
glomerular epithelial cell development (GO:0072310),['MYO1E'],0.3477877319805248
glomerular visceral epithelial cell development (GO:0072015),['MYO1E'],0.3477877319805248
glutamine transport (GO:0006868),['SLC38A3'],0.3477877319805248
serine transport (GO:0032329),['SLC7A10'],0.3477877319805248
L-alanine transport (GO:0015808),['SLC38A3'],0.3477877319805248
sphingosine-1-phosphate receptor signaling pathway (GO:0003376),['S1PR1'],0.3477877319805248
long-term synaptic depression (GO:0060292),['PRRT1'],0.3477877319805248
surfactant homeostasis (GO:0043129),['VEGFA'],0.3477877319805248
T cell apoptotic process (GO:0070231),['GLI3'],0.3477877319805248
membrane biogenesis (GO:0044091),['TLCD1'],0.3477877319805248
metanephric nephron tubule development (GO:0072234),['POU3F3'],0.3477877319805248
ureter development (GO:0072189),['SOX8'],0.3477877319805248
monoacylglycerol biosynthetic process (GO:0006640),['PLA2G4A'],0.3477877319805248
zinc ion import across plasma membrane (GO:0071578),['SLC39A12'],0.3477877319805248
negative regulation of cell cycle phase transition (GO:1901988),['ZFP36L1'],0.3477877319805248
negative regulation of intracellular transport (GO:0032387),['CRYAB'],0.3477877319805248
negative regulation of nervous system process (GO:0031645),['TMEM98'],0.3477877319805248
negative regulation of protein import (GO:1904590),['APOD'],0.3477877319805248
negative regulation of protein import into nucleus (GO:0042308),['APOD'],0.3477877319805248
negative regulation of T cell apoptotic process (GO:0070233),['PRKCQ'],0.3477877319805248
neuron projection arborization (GO:0140058),['PTN'],0.3477877319805248
nose development (GO:0043584),['GLI3'],0.3477877319805248
"nuclear-transcribed mRNA catabolic process, deadenylation-independent decay (GO:0031086)",['ZFP36L1'],0.3477877319805248
pericardium morphogenesis (GO:0003344),['NOTCH1'],0.3477877319805248
pharyngeal arch artery morphogenesis (GO:0061626),['HES1'],0.3477877319805248
photoreceptor cell differentiation (GO:0046530),['NKD1'],0.3477877319805248
positive regulation of amyloid-beta clearance (GO:1900223),['ABCA7'],0.3477877319805248
positive regulation of blood circulation (GO:1903524),['ATP1A2'],0.3477877319805248
positive regulation of cardiac epithelial to mesenchymal transition (GO:0062043),['NOTCH1'],0.3477877319805248
positive regulation of chemokine (C-X-C motif) ligand 2 production (GO:2000343),['MBP'],0.3477877319805248
positive regulation of gastrulation (GO:2000543),['LHX1'],0.3477877319805248
positive regulation of gliogenesis (GO:0014015),['SOX8'],0.3477877319805248
positive regulation of integrin-mediated signaling pathway (GO:2001046),['LIMS2'],0.3477877319805248
positive regulation of lamellipodium morphogenesis (GO:2000394),['ENPP2'],0.3477877319805248
positive regulation of mast cell activation (GO:0033005),['NR4A3'],0.3477877319805248
positive regulation of trophoblast cell migration (GO:1901165),['VEGFA'],0.3477877319805248
heart development (GO:0007507),"['SALL1', 'NOTCH1', 'ERBB3', 'HEG1', 'VEGFA']",0.3477877319805248
regulation of embryonic development (GO:0045995),"['PHLDB1', 'LHX1']",0.3477877319805248
dendrite morphogenesis (GO:0048813),"['LRP4', 'PTN']",0.3477877319805248
embryonic limb morphogenesis (GO:0030326),"['SALL1', 'GLI3']",0.3477877319805248
membrane assembly (GO:0071709),"['LRP4', 'TLCD1']",0.3477877319805248
positive regulation of substrate adhesion-dependent cell spreading (GO:1900026),"['DOCK5', 'LIMS2']",0.3477877319805248
regulation of transcription from RNA polymerase II promoter in response to hypoxia (GO:0061418),"['NOTCH1', 'EPAS1', 'VEGFA']",0.35275976762455813
adenylate cyclase-modulating G protein-coupled receptor signaling pathway (GO:0007188),"['GPR37', 'LPAR1', 'S1PR1', 'GPR37L1', 'S1PR5']",0.35277480307609943
negative regulation of multicellular organismal process (GO:0051241),"['GJA1', 'NOTCH1', 'NFIB', 'LRP4', 'SPRY2', 'EGFR']",0.35466298828409826
actomyosin structure organization (GO:0031032),"['ITGB5', 'CSRP1', 'MYH14']",0.35630087850223235
cell morphogenesis involved in neuron differentiation (GO:0048667),"['NTNG2', 'LRP4', 'DSCAML1']",0.35630087850223235
regulation of epithelial to mesenchymal transition (GO:0010717),"['PHLDB1', 'DAB2', 'SPRY2']",0.35630087850223235
cellular response to hormone stimulus (GO:0032870),"['NR4A3', 'ATP1A2', 'ZFP36L1']",0.35630087850223235
regulation of protein autophosphorylation (GO:0031952),"['RASSF2', 'VEGFA']",0.35630087850223235
regulation of vascular associated smooth muscle cell proliferation (GO:1904705),"['GJA1', 'NR4A3']",0.35630087850223235
lysosome localization (GO:0032418),"['NR4A3', 'TFEB']",0.35630087850223235
"phagocytosis, engulfment (GO:0006911)","['GSN', 'MEGF10']",0.35630087850223235
inorganic cation import across plasma membrane (GO:0098659),"['KCNJ10', 'ATP1A2', 'SLC39A12']",0.35630087850223235
negative regulation of endothelial cell migration (GO:0010596),"['NOTCH1', 'JUP']",0.35630087850223235
potassium ion transport (GO:0006813),"['KCNJ10', 'SLC1A3', 'PKD2L1', 'ATP1A2']",0.35630087850223235
negative regulation of apoptotic signaling pathway (GO:2001234),"['NR4A2', 'TCF7L2', 'AVP']",0.35630087850223235
actin filament reorganization (GO:0090527),['GSN'],0.35630087850223235
regulation of alpha-beta T cell differentiation (GO:0046637),['GLI3'],0.35630087850223235
regulation of anion transport (GO:0044070),['ATP8B1'],0.35630087850223235
atrial cardiac muscle cell to AV node cell signaling (GO:0086026),['GJA1'],0.35630087850223235
basic amino acid transport (GO:0015802),['SLC38A3'],0.35630087850223235
"regulation of CD8-positive, alpha-beta T cell proliferation (GO:2000564)",['VSIR'],0.35630087850223235
cardiac atrium development (GO:0003230),['NOTCH1'],0.35630087850223235
regulation of chemokine-mediated signaling pathway (GO:0070099),['PADI2'],0.35630087850223235
cell migration involved in heart development (GO:0060973),['NOTCH1'],0.35630087850223235
cellular response to epinephrine stimulus (GO:0071872),['PDE4B'],0.35630087850223235
regulation of extracellular matrix constituent secretion (GO:0003330),['NOTCH1'],0.35630087850223235
regulation of positive chemotaxis (GO:0050926),['VEGFA'],0.35630087850223235
regulation of RNA biosynthetic process (GO:2001141),['MITF'],0.35630087850223235
regulation of striated muscle tissue development (GO:0016202),['MEGF10'],0.35630087850223235
forebrain neuron differentiation (GO:0021879),['SALL1'],0.35630087850223235
response to epinephrine (GO:0071871),['PDE4B'],0.35630087850223235
rRNA base methylation (GO:0070475),['METTL15'],0.35630087850223235
kidney epithelium development (GO:0072073),['SALL1'],0.35630087850223235
macromolecule modification (GO:0043412),['ST6GAL1'],0.35630087850223235
mast cell activation involved in immune response (GO:0002279),['NR4A3'],0.35630087850223235
mast cell degranulation (GO:0043303),['NR4A3'],0.35630087850223235
vascular associated smooth muscle cell differentiation (GO:0035886),['HES1'],0.35630087850223235
vascular associated smooth muscle contraction (GO:0014829),['EDNRB'],0.35630087850223235
ventricular trabecula myocardium morphogenesis (GO:0003222),['NOTCH1'],0.35630087850223235
water homeostasis (GO:0030104),['AQP4'],0.35630087850223235
myoblast migration (GO:0051451),['MEGF10'],0.35630087850223235
negative regulation of alpha-beta T cell differentiation (GO:0046639),['GLI3'],0.35630087850223235
"negative regulation of CD4-positive, alpha-beta T cell proliferation (GO:2000562)",['VSIR'],0.35630087850223235
negative regulation of long-term synaptic potentiation (GO:1900272),['PTN'],0.35630087850223235
negative regulation of muscle hypertrophy (GO:0014741),['NOTCH1'],0.35630087850223235
negative regulation of neural precursor cell proliferation (GO:2000178),['PTN'],0.35630087850223235
peptidyl-lysine hydroxylation (GO:0017185),['PLOD1'],0.35630087850223235
platelet activating factor metabolic process (GO:0046469),['PLA2G4A'],0.35630087850223235
positive regulation of apoptotic cell clearance (GO:2000427),['ABCA7'],0.35630087850223235
positive regulation of early endosome to late endosome transport (GO:2000643),['DAB2'],0.35630087850223235
positive regulation of melanin biosynthetic process (GO:0048023),['ZEB2'],0.35630087850223235
positive regulation of oligodendrocyte differentiation (GO:0048714),['PTN'],0.35630087850223235
positive regulation of secondary metabolite biosynthetic process (GO:1900378),['ZEB2'],0.35630087850223235
protein deglutamylation (GO:0035608),['FOLH1'],0.35630087850223235
axon development (GO:0061564),"['NTNG2', 'PLP1', 'DSCAML1']",0.3593234370835484
regulation of neuron differentiation (GO:0045664),"['SOX2', 'HES1', 'HES5']",0.3593234370835484
regulation of intracellular transport (GO:0032386),"['MLC1', 'CRYAB']",0.3593234370835484
phospholipid dephosphorylation (GO:0046839),"['SYNJ2', 'PLPP3']",0.3593234370835484
positive regulation of intracellular transport (GO:0032388),"['MLC1', 'PRR5L']",0.3593234370835484
regulation of tumor necrosis factor production (GO:0032680),"['POMC', 'IL33', 'FRMD8', 'VSIR']",0.36084254054210696
positive regulation of ERK1 and ERK2 cascade (GO:0070374),"['PDGFRA', 'NOTCH1', 'SPRY2', 'ABCA7', 'EGFR']",0.3627507774983044
negative regulation of extrinsic apoptotic signaling pathway (GO:2001237),"['TCF7L2', 'UNC5B', 'EYA4']",0.3627507774983044
carboxylic acid metabolic process (GO:0019752),"['ST6GAL1', 'PLA2G4A']",0.3627507774983044
negative regulation of ERBB signaling pathway (GO:1901185),"['SPRY2', 'EGFR']",0.3627507774983044
negative regulation of programmed cell death (GO:0043069),"['DAB2', 'TNFAIP8', 'SPRY2', 'SOX8', 'AVP', 'CRYAB', 'EGFR', 'POU3F3', 'VEGFA']",0.3627507774983044
circulatory system development (GO:0072359),"['SALL1', 'NOTCH1', 'ERBB3', 'HEG1']",0.3627507774983044
neuron differentiation (GO:0030182),"['NR4A2', 'LHX1', 'OLIG1', 'OLIG2', 'VEGFA']",0.3627507774983044
negative regulation of cellular macromolecule biosynthetic process (GO:2000113),"['TCF7L2', 'NKX6-2', 'NOTCH1', 'SALL1', 'ATP8B1', 'LHX1', 'ID3', 'HES1', 'SOX8', 'CRYAB', 'GLI3', 'POU3F3']",0.3627507774983044
positive regulation of cytoskeleton organization (GO:0051495),"['CDC42EP2', 'CDC42EP1', 'SORBS3']",0.3627507774983044
regulation of cell development (GO:0060284),"['HES1', 'HES5']",0.3627507774983044
epithelial cell migration (GO:0010631),"['ANLN', 'ZEB2']",0.3627507774983044
heart contraction (GO:0060047),"['TNNI1', 'ATP1A2']",0.3627507774983044
import into cell (GO:0098657),"['SLC1A3', 'ATP1A2']",0.3627507774983044
T cell differentiation (GO:0030217),"['GLI3', 'ZFP36L1']",0.3627507774983044
nucleobase-containing compound catabolic process (GO:0034655),"['ENTPD1', 'DNASE1L2']",0.3627507774983044
actin-mediated cell contraction (GO:0070252),['GSN'],0.3627507774983044
amyloid-beta formation (GO:0034205),['ABCA7'],0.3627507774983044
axon regeneration (GO:0031103),['APOD'],0.3627507774983044
basement membrane assembly (GO:0070831),['NTNG2'],0.3627507774983044
regulation of cell adhesion molecule production (GO:0060353),['NOTCH1'],0.3627507774983044
bundle of His cell to Purkinje myocyte communication (GO:0086069),['JUP'],0.3627507774983044
regulation of complement-dependent cytotoxicity (GO:1903659),['CFH'],0.3627507774983044
cellular response to leptin stimulus (GO:0044320),['NR4A3'],0.3627507774983044
cholesterol catabolic process (GO:0006707),['CYP27A1'],0.3627507774983044
regulation of nephron tubule epithelial cell differentiation (GO:0072182),['LHX1'],0.3627507774983044
regulation of PERK-mediated unfolded protein response (GO:1903897),['ABCA7'],0.3627507774983044
embryonic digestive tract morphogenesis (GO:0048557),['PDGFRA'],0.3627507774983044
endothelial cell chemotaxis (GO:0035767),['VEGFA'],0.3627507774983044
epithelial cell apoptotic process (GO:1904019),['GSN'],0.3627507774983044
epithelial to mesenchymal transition involved in endocardial cushion formation (GO:0003198),['NOTCH1'],0.3627507774983044
response to leptin (GO:0044321),['NR4A3'],0.3627507774983044
retinal rod cell differentiation (GO:0060221),['SOX8'],0.3627507774983044
semaphorin-plexin signaling pathway involved in axon guidance (GO:1902287),['PLXNB3'],0.3627507774983044
sensory organ morphogenesis (GO:0090596),['GLI3'],0.3627507774983044
L-phenylalanine metabolic process (GO:0006558),['QDPR'],0.3627507774983044
sterol catabolic process (GO:0016127),['CYP27A1'],0.3627507774983044
T-helper 1 type immune response (GO:0042088),['TMEM98'],0.3627507774983044
mast cell mediated immunity (GO:0002448),['NR4A3'],0.3627507774983044
mitral valve morphogenesis (GO:0003183),['NOTCH1'],0.3627507774983044
N-acylphosphatidylethanolamine metabolic process (GO:0070292),['PLAAT3'],0.3627507774983044
negative regulation of alpha-beta T cell activation (GO:0046636),['GLI3'],0.3627507774983044
negative regulation of biomineralization (GO:0110150),['NOTCH1'],0.3627507774983044
negative regulation of glycoprotein biosynthetic process (GO:0010561),['ABCA7'],0.3627507774983044
negative regulation of leukocyte proliferation (GO:0070664),['IL33'],0.3627507774983044
negative regulation of platelet aggregation (GO:0090331),['CD9'],0.3627507774983044
negative regulation of systemic arterial blood pressure (GO:0003085),['GPR37L1'],0.3627507774983044
nucleoside diphosphate catabolic process (GO:0009134),['ENTPD1'],0.3627507774983044
pericardium development (GO:0060039),['NOTCH1'],0.3627507774983044
positive regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis (GO:1903589),['VEGFA'],0.3627507774983044
positive regulation of extracellular matrix assembly (GO:1901203),['PHLDB1'],0.3627507774983044
"positive regulation of phagocytosis, engulfment (GO:0060100)",['ABCA7'],0.3627507774983044
positive regulation of protein kinase C signaling (GO:0090037),['VEGFA'],0.3627507774983044
postsynaptic membrane assembly (GO:0097104),['LRP4'],0.3627507774983044
regulation of Notch signaling pathway (GO:0008593),"['TSPAN15', 'NOTCH1', 'EGFR']",0.3661377655898361
positive regulation of plasma membrane bounded cell projection assembly (GO:0120034),"['ANLN', 'CDC42EP2', 'CDC42EP1']",0.3661377655898361
muscle contraction (GO:0006936),"['ITGB5', 'TNNI1', 'CRYAB', 'SORBS3']",0.36714430531069103
skeletal system morphogenesis (GO:0048705),"['PDGFRA', 'DSCAML1']",0.3702065153517723
potassium ion import across plasma membrane (GO:1990573),"['KCNJ10', 'ATP1A2']",0.3702065153517723
vascular transport (GO:0010232),"['SLC1A3', 'ATP1A2', 'SLC38A3']",0.3704968709761226
lipid modification (GO:0030258),"['MBOAT1', 'PLPP3']",0.3704968709761226
myofibril assembly (GO:0030239),"['PDGFRA', 'CSRP1']",0.3704968709761226
positive regulation of axonogenesis (GO:0050772),"['METRN', 'PLXNB3']",0.3704968709761226
positive regulation of T cell differentiation (GO:0045582),"['GLI3', 'VSIR']",0.3704968709761226
transport across blood-brain barrier (GO:0150104),"['SLC1A3', 'ATP1A2', 'SLC38A3']",0.3704968709761226
adrenal gland development (GO:0030325),['SALL1'],0.3704968709761226
amino sugar metabolic process (GO:0006040),['ST6GAL1'],0.3704968709761226
regulation of actin filament-based movement (GO:1903115),['PDE4B'],0.3704968709761226
aromatic amino acid family metabolic process (GO:0009072),['QDPR'],0.3704968709761226
regulation of axon guidance (GO:1902667),['VEGFA'],0.3704968709761226
regulation of cell-cell adhesion involved in gastrulation (GO:0070587),['MBP'],0.3704968709761226
cellular response to acidic pH (GO:0071468),['PKD2L1'],0.3704968709761226
regulation of epithelial cell apoptotic process (GO:1904035),['ZFP36L1'],0.3704968709761226
regulation of high voltage-gated calcium channel activity (GO:1901841),['PDE4B'],0.3704968709761226
cytoplasmic pattern recognition receptor signaling pathway in response to virus (GO:0039528),['IRF3'],0.3704968709761226
ectoderm development (GO:0007398),['LHX1'],0.3704968709761226
regulation of podosome assembly (GO:0071801),['GSN'],0.3704968709761226
endodermal cell fate commitment (GO:0001711),['SOX2'],0.3704968709761226
regulation of protein neddylation (GO:2000434),['EPAS1'],0.3704968709761226
ether lipid biosynthetic process (GO:0008611),['PLA2G4A'],0.3704968709761226
regulation of T-helper 17 type immune response (GO:2000316),['PRKCQ'],0.3704968709761226
sequestering of actin monomers (GO:0042989),['GSN'],0.3704968709761226
L-glutamate transmembrane transport (GO:0015813),['SLC1A3'],0.3704968709761226
L-serine metabolic process (GO:0006563),['PHGDH'],0.3704968709761226
lactation (GO:0007595),['VEGFA'],0.3704968709761226
membrane lipid catabolic process (GO:0046466),['ENPP2'],0.3704968709761226
mesenchymal to epithelial transition (GO:0060231),['SALL1'],0.3704968709761226
morphogenesis of an epithelial sheet (GO:0002011),['NOTCH1'],0.3704968709761226
muscle cell migration (GO:0014812),['MEGF10'],0.3704968709761226
myelin maintenance (GO:0043217),['MYRF'],0.3704968709761226
N-acetylneuraminate metabolic process (GO:0006054),['ST6GAL1'],0.3704968709761226
negative regulation of alpha-beta T cell proliferation (GO:0046642),['VSIR'],0.3704968709761226
negative regulation of delayed rectifier potassium channel activity (GO:1902260),['KCNRG'],0.3704968709761226
negative regulation of extracellular matrix organization (GO:1903054),['NOTCH1'],0.3704968709761226
negative regulation of heterotypic cell-cell adhesion (GO:0034115),['MBP'],0.3704968709761226
negative regulation of hormone secretion (GO:0046888),['GJA1'],0.3704968709761226
negative regulation of lymphocyte apoptotic process (GO:0070229),['PRKCQ'],0.3704968709761226
negative regulation of sodium ion transmembrane transporter activity (GO:2000650),['ATP1A2'],0.3704968709761226
negative regulation of vascular endothelial growth factor signaling pathway (GO:1900747),['SPRY2'],0.3704968709761226
neuron projection regeneration (GO:0031102),['PTN'],0.3704968709761226
positive regulation of behavior (GO:0048520),['NR4A3'],0.3704968709761226
positive regulation of cell activation (GO:0050867),['PLA2G4A'],0.3704968709761226
positive regulation of monocyte differentiation (GO:0045657),['ZFP36L1'],0.3704968709761226
presynaptic membrane assembly (GO:0097105),['LRP4'],0.3704968709761226
branching morphogenesis of an epithelial tube (GO:0048754),"['SALL1', 'VEGFA']",0.3704968709761226
cation transmembrane transport (GO:0098655),"['ATP1A2', 'PKD2L1']",0.3704968709761226
negative regulation of epidermal growth factor receptor signaling pathway (GO:0042059),"['SPRY2', 'EGFR']",0.3704968709761226
positive regulation of cell-matrix adhesion (GO:0001954),"['JUP', 'VEGFA']",0.3704968709761226
positive regulation of mRNA catabolic process (GO:0061014),"['PRR5L', 'ZFP36L1']",0.3704968709761226
positive regulation of receptor-mediated endocytosis (GO:0048260),"['DAB2', 'VEGFA']",0.3704968709761226
positive regulation of stress fiber assembly (GO:0051496),"['LPAR1', 'SORBS3']",0.3704968709761226
sensory perception of mechanical stimulus (GO:0050954),"['COL11A2', 'CDH23', 'MYH14']",0.37657698849238946
regulation of DNA repair (GO:0006282),"['EYA4', 'EGFR']",0.37657698849238946
positive regulation of chemotaxis (GO:0050921),"['PTN', 'VEGFA']",0.37657698849238946
regulation of cysteine-type endopeptidase activity involved in apoptotic process (GO:0043281),"['SOX2', 'AVP', 'VEGFA']",0.37657698849238946
collagen fibril organization (GO:0030199),"['COL27A1', 'COL11A2', 'PLOD1']",0.37657698849238946
negative regulation of tumor necrosis factor production (GO:0032720),"['POMC', 'VSIR']",0.37657698849238946
cellular amino acid catabolic process (GO:0009063),"['QDPR', 'PIPOX', 'ASPA']",0.37657698849238946
actin filament depolymerization (GO:0030042),['GSN'],0.37657698849238946
alcohol catabolic process (GO:0046164),['CYP27A1'],0.37657698849238946
regulation of amyloid precursor protein biosynthetic process (GO:0042984),['ABCA7'],0.37657698849238946
regulation of cardiac muscle cell differentiation (GO:2000725),['SOX6'],0.37657698849238946
"regulation of CD4-positive, alpha-beta T cell proliferation (GO:2000561)",['VSIR'],0.37657698849238946
camera-type eye morphogenesis (GO:0048593),['VEGFA'],0.37657698849238946
cellular response to cholesterol (GO:0071397),['MLC1'],0.37657698849238946
chromatin-mediated maintenance of transcription (GO:0048096),['PADI2'],0.37657698849238946
regulation of lamellipodium morphogenesis (GO:2000392),['ENPP2'],0.37657698849238946
regulation of melanin biosynthetic process (GO:0048021),['ZEB2'],0.37657698849238946
regulation of monocyte chemotactic protein-1 production (GO:0071637),['APOD'],0.37657698849238946
regulation of mRNA 3'-end processing (GO:0031440),['ZFP36L1'],0.37657698849238946
regulation of T cell apoptotic process (GO:0070232),['PRKCQ'],0.37657698849238946
glycerolipid metabolic process (GO:0046486),['GAL3ST1'],0.37657698849238946
induction of positive chemotaxis (GO:0050930),['VEGFA'],0.37657698849238946
inositol phosphate dephosphorylation (GO:0046855),['SYNJ2'],0.37657698849238946
skeletal muscle cell differentiation (GO:0035914),['MEGF10'],0.37657698849238946
tetrahydrobiopterin metabolic process (GO:0046146),['QDPR'],0.37657698849238946
midbrain dopaminergic neuron differentiation (GO:1904948),['NR4A2'],0.37657698849238946
mitochondrion morphogenesis (GO:0070584),['MYH14'],0.37657698849238946
vasoconstriction (GO:0042310),['EDNRB'],0.37657698849238946
monocyte differentiation (GO:0030224),['VEGFA'],0.37657698849238946
negative regulation of calcium ion transmembrane transport (GO:1903170),['ATP1A2'],0.37657698849238946
negative regulation of homotypic cell-cell adhesion (GO:0034111),['CD9'],0.37657698849238946
negative regulation of interleukin-17 production (GO:0032700),['VSIR'],0.37657698849238946
negative regulation of oxidative stress-induced neuron death (GO:1903204),['NR4A3'],0.37657698849238946
negative regulation of platelet-derived growth factor receptor signaling pathway (GO:0010642),['APOD'],0.37657698849238946
negative regulation of voltage-gated potassium channel activity (GO:1903817),['KCNRG'],0.37657698849238946
Notch signaling involved in heart development (GO:0061314),['NOTCH1'],0.37657698849238946
organophosphate catabolic process (GO:0046434),['ENPP2'],0.37657698849238946
phosphorylated carbohydrate dephosphorylation (GO:0046838),['SYNJ2'],0.37657698849238946
positive regulation of actin nucleation (GO:0051127),['GSN'],0.37657698849238946
positive regulation of chondrocyte differentiation (GO:0032332),['SOX6'],0.37657698849238946
positive regulation of cytoplasmic transport (GO:1903651),['DAB2'],0.37657698849238946
positive regulation of dendrite development (GO:1900006),['PTN'],0.37657698849238946
positive regulation of myelination (GO:0031643),['MYRF'],0.37657698849238946
positive regulation of neuroblast proliferation (GO:0002052),['VEGFA'],0.37657698849238946
positive regulation of nitric-oxide synthase biosynthetic process (GO:0051770),['IL33'],0.37657698849238946
positive regulation of phospholipid transport (GO:2001140),['ABCA7'],0.37657698849238946
positive regulation of production of miRNAs involved in gene silencing by miRNA (GO:1903800),['EGFR'],0.37657698849238946
postsynapse assembly (GO:0099068),['LRP4'],0.37657698849238946
presynaptic membrane organization (GO:0097090),['LRP4'],0.37657698849238946
protein kinase C signaling (GO:0070528),['AVP'],0.37657698849238946
sensory perception of sound (GO:0007605),"['COL11A2', 'CDH23', 'MYH14']",0.3825328810109404
potassium ion transmembrane transport (GO:0071805),"['KCNJ10', 'SLC1A3', 'PKD2L1', 'ATP1A2']",0.3825328810109404
embryonic heart tube morphogenesis (GO:0003143),"['NOTCH1', 'HES1']",0.3825328810109404
epidermal growth factor receptor signaling pathway (GO:0007173),"['GAB1', 'EGFR']",0.3825328810109404
positive regulation of cell-cell adhesion (GO:0022409),"['MEGF10', 'PLPP3']",0.3825328810109404
regulation of peptidyl-tyrosine phosphorylation (GO:0050730),"['ENPP2', 'EGFR', 'VEGFA']",0.38356521776520497
cellular response to alcohol (GO:0097306),"['JUP', 'MLC1']",0.38356521776520497
substrate adhesion-dependent cell spreading (GO:0034446),"['NTNG2', 'TYRO3']",0.38356521776520497
negative regulation of tumor necrosis factor superfamily cytokine production (GO:1903556),"['POMC', 'VSIR']",0.38356521776520497
phosphatidic acid biosynthetic process (GO:0006654),"['PLA2G4A', 'PLD1']",0.38356521776520497
positive regulation of DNA repair (GO:0045739),"['EYA4', 'EGFR']",0.38356521776520497
adipose tissue development (GO:0060612),['SOX8'],0.38356521776520497
regulation of actin nucleation (GO:0051125),['GSN'],0.38356521776520497
regulation of amyloid precursor protein catabolic process (GO:1902991),['ABCA7'],0.38356521776520497
regulation of axon regeneration (GO:0048679),['PTN'],0.38356521776520497
C-terminal protein amino acid modification (GO:0018410),['FOLH1'],0.38356521776520497
cell differentiation in hindbrain (GO:0021533),['LHX1'],0.38356521776520497
regulation of feeding behavior (GO:0060259),['NR4A3'],0.38356521776520497
regulation of hemopoiesis (GO:1903706),['PTN'],0.38356521776520497
dermatan sulfate biosynthetic process (GO:0030208),['BCAN'],0.38356521776520497
regulation of muscle system process (GO:0090257),['ATP1A2'],0.38356521776520497
glomerular visceral epithelial cell differentiation (GO:0072112),['MYO1E'],0.38356521776520497
regulation of ventricular cardiac muscle cell action potential (GO:0098911),['JUP'],0.38356521776520497
inorganic ion transmembrane transport (GO:0098660),['PKD2L1'],0.38356521776520497
inositol phosphate catabolic process (GO:0071545),['SYNJ2'],0.38356521776520497
sensory perception of taste (GO:0050909),['PKD2L1'],0.38356521776520497
serine family amino acid biosynthetic process (GO:0009070),['PHGDH'],0.38356521776520497
smooth muscle cell differentiation (GO:0051145),['EDNRB'],0.38356521776520497
sphingoid metabolic process (GO:0046519),['PLPP3'],0.38356521776520497
lysine catabolic process (GO:0006554),['PIPOX'],0.38356521776520497
lysine metabolic process (GO:0006553),['PIPOX'],0.38356521776520497
macrophage chemotaxis (GO:0048246),['EDNRB'],0.38356521776520497
magnesium ion transport (GO:0015693),['NIPAL4'],0.38356521776520497
melanocyte differentiation (GO:0030318),['MITF'],0.38356521776520497
urogenital system development (GO:0001655),['LHX1'],0.38356521776520497
modulation by host of viral process (GO:0044788),['IFI27'],0.38356521776520497
negative regulation of amyloid fibril formation (GO:1905907),['CRYAB'],0.38356521776520497
negative regulation of cardiac muscle hypertrophy (GO:0010614),['NOTCH1'],0.38356521776520497
negative regulation of cellular response to vascular endothelial growth factor stimulus (GO:1902548),['SPRY2'],0.38356521776520497
negative regulation of heart contraction (GO:0045822),['ATP1A2'],0.38356521776520497
negative regulation of leukocyte chemotaxis (GO:0002689),['PADI2'],0.38356521776520497
negative regulation of vascular permeability (GO:0043116),['VEGFA'],0.38356521776520497
phasic smooth muscle contraction (GO:0014821),['EDNRB'],0.38356521776520497
