path_name,adj_p_val,cluster
Osteoblasts,0.0034467294081673883,C11
Smooth Muscle Cells,0.005723836249566459,C11
Embryonic Stem Cells,0.006998322172795009,C11
Bergmann Glia,0.007279740198192538,C11
Fibroblasts,0.00788443442738132,C11
Endothelial Cells (Aorta),0.008377271154849928,C11
Epsilon Cells,0.008377271154849928,C11
Vascular Smooth Muscle Cells,0.011513207519457959,C11
Pericytes,0.01407768479843233,C11
Enteric Glia Cells,0.015041831211539663,C11
Granulosa Cells,0.015247787549248467,C11
Cardiac Stem And Precursor Cells,0.015458968792993182,C11
Pancreatic Progenitor Cells,0.015675221114363244,C11
Myoepithelial Cells,0.01589640341409962,C11
Alpha Cells,0.03086552733250337,C11
Trophoblast Stem Cells,0.044266331500481544,C11
Neural Stem/Precursor Cells,0.04581463239822988,C11
Spermatozoa,0.05643913226742695,C11
Crypt Cells,0.05868444615813424,C11
Retinal Progenitor Cells,0.06096123988115112,C11
Luteal Cells,0.08453983781951323,C11
Anterior Pituitary Gland Cells,0.10036959696615715,C11
Adipocytes,0.13048800217862375,C11
Loop Of Henle Cells,0.13048800217862375,C11
Pulmonary Vascular Smooth Muscle Cells,0.1638026124318054,C11
Juxtaglomerular Cells,0.1764038326926386,C11
Parathyroid Chief Cells,0.18516306270288513,C11
Oligodendrocytes,0.20681740758688663,C11
Endothelial Cells (Blood Brain Barrier),0.20681740758688663,C11
Satellite Glial Cells,0.20746731778592606,C11
Stromal Cells,0.2455080610401266,C11
Oligodendrocyte Progenitor Cells,0.2458364916550652,C11
Microfold Cells,0.2461803930590655,C11
Gamma (PP) Cells,0.25070891680596485,C11
Immature Neurons,0.28059317790529587,C11
Schwann Cells,0.28491286766777896,C11
Germ Cells,0.32013459417438384,C11
Mast Cells,0.36114505485054754,C11
Oxyphil Cells,0.4114092933729351,C11
Airway Smooth Muscle Cells,0.43664778149689876,C11
Purkinje Fiber Cells,0.4489609826881346,C11
Undefined Placental Cells,0.4774584505230082,C11
Enterochromaffin Cells,0.4774584505230082,C11
Follicular Cells,0.4774584505230082,C11
Parietal Cells,0.4774584505230082,C11
Thymocytes,0.5109899027363063,C11
Platelets,0.551568302235555,C11
Epithelial Cells,0.560970498013366,C11
Delta Cells,0.5617014042024832,C11
Cholangiocytes,0.570421224957344,C11
Osteoclasts,0.6141301595319133,C11
Microglia,0.6742447330411971,C11
Enteric Neurons,0.7028593803785901,C11
Hematopoietic Stem Cells,0.7467607955694101,C11
Dendritic Cells,0.8218922581561886,C11
Airway Epithelial Cells,0.8464228211260155,C11
Trophoblast Progenitor Cells,0.8464228211260155,C11
Serotonergic Neurons,0.8464228211260155,C11
Salivary Mucous Cells,0.8464228211260155,C11
Osteoclast Precursor Cells,0.8464228211260155,C11
Red Pulp Macrophages,0.8464228211260155,C11
Clara Cells,0.8464228211260155,C11
GABAergic Neurons,0.8464228211260155,C11
Dopaminergic Neurons,0.8464228211260155,C11
Transient Cells,0.8464228211260155,C11
Chromaffin Cells,0.8464228211260155,C11
Acinar Cells,0.8464228211260155,C11
Trophoblast Cells,0.8464228211260155,C11
T Memory Cells,0.8464228211260155,C11
Pulmonary Alveolar Type II Cells,0.8464228211260155,C11
Principal Cells,0.8464228211260155,C11
Tuft Cells,0.8464228211260155,C11
Kupffer Cells,0.8464228211260155,C11
Basal Cells,0.8464228211260155,C11
Trigeminal Neurons,0.8464228211260155,C11
Beta Cells,0.8464228211260155,C11
Neuroblasts,0.8464228211260155,C11
T Helper Cells,0.8464228211260155,C11
Myocytes,0.8538951466073765,C11
Proximal Tubule Cells,0.8538951466073765,C11
Retinal Ganglion Cells,0.8538951466073765,C11
T Cells,0.8538951466073765,C11
Cajal-Retzius Cells,0.8561110750008604,C11
Cardiomyocytes,0.8561110750008604,C11
Macrophages,0.89521479787813,C11
Endothelial Cells,0.9325734820629388,C11
Neurons,0.9543950616555373,C11
Interneurons,0.9544511157249911,C11
Podocytes,7.201944878811871e-07,C12
Chondrocytes,0.0008643726023228749,C12
Cardiac Stem And Precursor Cells,0.0008643726023228749,C12
Stromal Cells,0.0012701417554548515,C12
Parathyroid Chief Cells,0.0027202744427944365,C12
Myoblasts,0.006641040378575692,C12
Fibroblasts,0.009909058941080132,C12
Juxtaglomerular Cells,0.009909058941080132,C12
Mesothelial Cells,0.009909058941080132,C12
Epiblast Cells,0.011436464229218188,C12
Pancreatic Stellate Cells,0.011436464229218188,C12
Pancreatic Progenitor Cells,0.011636510604968101,C12
Adipocyte Progenitor Cells,0.011636510604968101,C12
Embryonic Stem Cells,0.020423674912442576,C12
Mast Cells,0.024611418094510566,C12
Satellite Cells,0.024783628769163246,C12
His Bundle Cells,0.02562639571883173,C12
Loop Of Henle Cells,0.02904293418326773,C12
Glutaminergic Neurons,0.03279049550651112,C12
Osteoblasts,0.03279049550651112,C12
Motor Neurons,0.03441758118555469,C12
Adipocytes,0.03441758118555469,C12
Smooth Muscle Cells,0.04273990123221186,C12
Peritubular Myoid Cells,0.04273990123221186,C12
Chromaffin Cells,0.043923518299327106,C12
Luteal Cells,0.04665878954733183,C12
Delta Cells,0.052189100294718065,C12
Pulmonary Alveolar Type I Cells,0.052189100294718065,C12
Hepatic Stellate Cells,0.052189100294718065,C12
Leydig Cells,0.07287807031852168,C12
Neuroblasts,0.07287807031852168,C12
Mesangial Cells,0.07353287543616818,C12
Photoreceptor Cells,0.07353287543616818,C12
Airway Smooth Muscle Cells,0.07353287543616818,C12
Crypt Cells,0.09856006171712513,C12
Granulosa Cells,0.09856006171712513,C12
Neurons,0.09856006171712513,C12
Endothelial Cells (Blood Brain Barrier),0.09856006171712513,C12
GABAergic Neurons,0.09856006171712513,C12
Meningeal Cells,0.10162427866489604,C12
Choroid Plexus Cells,0.10472028264157078,C12
Cajal-Retzius Cells,0.10491510628819771,C12
Transient Cells,0.10814831793628661,C12
Interneurons,0.1109142623751846,C12
Endothelial Cells (Aorta),0.12248797819959631,C12
Gamma (PP) Cells,0.12357986990763153,C12
Melanocytes,0.1360095074926703,C12
Mammary Epithelial Cells,0.1362430259563707,C12
Epsilon Cells,0.14586487623689404,C12
Osteoclasts,0.15912192142952034,C12
Trigeminal Neurons,0.15912192142952034,C12
Pericytes,0.1935100821213171,C12
Sertoli Cells,0.1993460061549561,C12
Osteocytes,0.1993460061549561,C12
Pulmonary Vascular Smooth Muscle Cells,0.20041731403420898,C12
Myofibroblasts,0.20149885759282413,C12
Retinal Ganglion Cells,0.20479527706561707,C12
Trichocytes,0.20479527706561707,C12
Vascular Smooth Muscle Cells,0.20479527706561707,C12
Salivary Mucous Cells,0.21047790575032288,C12
Basophils,0.2107232044090327,C12
Enteric Glia Cells,0.23107087184370245,C12
Peri-islet Schwann Cells,0.24139487969142764,C12
Myoepithelial Cells,0.24228669245455361,C12
Dopaminergic Neurons,0.25727191921786297,C12
Neuroendocrine Cells,0.27232582591549936,C12
Pyramidal Cells,0.2986317912350144,C12
Bergmann Glia,0.2986317912350144,C12
Ductal Cells,0.2986317912350144,C12
Paneth Cells,0.2986317912350144,C12
Anterior Pituitary Gland Cells,0.29914243268183816,C12
Alpha Cells,0.3048507439933444,C12
Immature Neurons,0.3048507439933444,C12
Luminal Epithelial Cells,0.31933005304065776,C12
Basal Cells,0.3197121860374412,C12
Beta Cells,0.3340149427804244,C12
Hepatocytes,0.33604265268061934,C12
Purkinje Neurons,0.3717327881027158,C12
Myocytes,0.40074414009256554,C12
Proximal Tubule Cells,0.40074414009256554,C12
T Cells,0.40074414009256554,C12
Enteric Neurons,0.40074414009256554,C12
Endothelial Cells,0.40074414009256554,C12
Cardiomyocytes,0.4301961517242985,C12
Trophoblast Stem Cells,0.4343046738301311,C12
Oligodendrocytes,0.4343046738301311,C12
Glycinergic Neurons,0.4343046738301311,C12
Cholinergic Neurons,0.4414154199538803,C12
Airway Epithelial Cells,0.4424100039523248,C12
Serotonergic Neurons,0.4433810441896681,C12
Kidney Progenitor Cells,0.4443287655713498,C12
Adrenergic Neurons,0.44525339419198634,C12
Pinealocytes,0.4461551570491669,C12
Spermatozoa,0.4470342819502569,C12
Gastric Chief Cells,0.44789099711139274,C12
Parietal Cells,0.4542208018455928,C12
Radial Glia Cells,0.4658210657142571,C12
Taste Receptor Cells,0.4664277846163647,C12
Tanycytes,0.4933962056932819,C12
Platelets,0.5143619265476868,C12
Glomus Cells,0.5143619265476868,C12
Trophoblast Cells,0.524397161616377,C12
T Memory Cells,0.5341352201597316,C12
Principal Cells,0.5435776521057843,C12
Enteroendocrine Cells,0.5527264457086365,C12
M?ller Cells,0.584758886688428,C12
Neural Stem/Precursor Cells,0.6018882261936025,C12
Astrocytes,0.6051638597554203,C12
NK Cells,0.6126477439862588,C12
Enterocytes,0.7814889816454063,C12
Macrophages,0.7814889816454063,C12
Oxyphil Cells,0.7814889816454063,C12
Hemangioblasts,0.7877070982912434,C12
Epithelial Cells,0.7877070982912434,C12
Trophoblast Progenitor Cells,0.7877070982912434,C12
Noradrenergic Neurons,0.7877070982912434,C12
Decidual Cells,0.7877070982912434,C12
Ionocytes,0.7877070982912434,C12
Osteoclast Precursor Cells,0.7877070982912434,C12
Enterochromaffin Cells,0.7877070982912434,C12
Follicular Cells,0.7877070982912434,C12
Pluripotent Stem Cells,0.7877070982912434,C12
Hepatoblasts,0.7877070982912434,C12
Satellite Glial Cells,0.7877070982912434,C12
Airway Goblet Cells,0.7894591146446547,C12
Intercalated Cells,0.7894591146446547,C12
Erythroblasts,0.794295737468684,C12
Sebocytes,0.794295737468684,C12
Microfold Cells,0.794295737468684,C12
Keratinocytes,0.794295737468684,C12
Pulmonary Alveolar Type II Cells,0.79588224048363,C12
Ependymal Cells,0.79588224048363,C12
Tuft Cells,0.79588224048363,C12
Distal Tubule Cells,0.79588224048363,C12
Schwann Cells,0.79588224048363,C12
Megakaryocytes,0.8029317749836367,C12
Neutrophils,0.8148814668974801,C12
Erythroid-like And Erythroid Precursor Cells,0.8148814668974801,C12
Monocytes,0.8520728586803512,C12
Hematopoietic Stem Cells,0.8520728586803512,C12
B Cells,0.8527147803124457,C12
Germ Cells,0.8981547293522425,C12
Olfactory Epithelial Cells,0.8981547293522425,C12
